,code,causal_event,causal_type,avg_strength,sentence_nb,text,causal_,caused_
95,1, kindling up the picture of Christ healing the sick_this thought would rise within him like a song ,IRAC,3,1,"But when the light of the setting sun came streaming through the great window in the west , and kindling up the picture of Christ healing the sick , his soul would leap up for joy , a new light would come into his eyes , and this thought would rise within him like a song -- """""""" The Golden Age itself -- the Age into which all other Ages open and look back -- is pictured there  .  """"""""", kindling up the picture of Christ healing the sick,this thought would rise within him like a song 
96,1,This early realization that his father would never furnish the Mam with the proper comforts of old age_made Arthur all the more determined to provide them himself,IRAC,3,3,This early realization that his father would never furnish the Mam with the proper comforts of old age made Arthur all the more determined to provide them himself  . ,This early realization that his father would never furnish the Mam with the proper comforts of old age,made Arthur all the more determined to provide them himself
97,1,Parliament funded the Yuletide ball and could afford it_things they only had once a year,IRAC,3,2,"She filled her plate with every sort of sweet — candied raspberries , rosemary tarts , iced walnuts , sticky sweet rolls — things they had only once a year , since parliament funded the Yuletide ball and could afford it  . ",Parliament funded the Yuletide ball and could afford it,things they only had once a year
98,1,I’m finally tall enough to go on the Cranium Shaker_I was looking forward to going to the beach,IRAC,3,1,"splish Anyway , I was looking forward to going to the beach because I ’m finally tall enough to go on the Cranium Shaker , which is this really awesome ride that ’s on the boardwalk  . ",I’m finally tall enough to go on the Cranium Shaker,I was looking forward to going to the beach
99,1,My email wasn’t set up under my real name_it would be unlikely that it was a phishing scam,IRAC,3,3,"Well , that was strange , because my email was n’t set up under my real name , so it would be unlikely that it was a phishing scam  . ",My email wasn’t set up under my real name,it would be unlikely that it was a phishing scam
100,1,He is round and fat and roly-poly_it was hard for him to run,IRAC,3,1,""""""""" Oh , """""""" gasped Johnny Chuck , puffing very hard , for you know he is round and fat and roly-poly and it was hard work for him to run , """""""" what will become of my nice new house and what will there be left to eat ? """"""""",He is round and fat and roly-poly,it was hard for him to run
101,1,It was hard work for him to run_puffing very hard,IRAC,3,1,""""""""" Oh , """""""" gasped Johnny Chuck , puffing very hard , for you know he is round and fat and roly-poly and it was hard work for him to run , """""""" what will become of my nice new house and what will there be left to eat ? """"""""",It was hard work for him to run,puffing very hard
102,1,My brother got into NYU_so it seemed like the right time,IRAC,3,1,"And then my brother got into NYU , ” he said , gesturing behind him toward the park , “ so it seemed like the right time  . ",My brother got into NYU,so it seemed like the right time
103,1,"Jehosophat 's father does not believe in mixing families , he says_so only the White Wyandottes live on the Green farm",IRAC,3,3,"Rhode Island Reds , Plymouth Rocks , Cochins , and Leghorns are some of the chicken family names , but Jehosophat 's father does not believe in mixing families , he says , so only the White Wyandottes live on the Green farm  . ","Jehosophat 's father does not believe in mixing families , he says",so only the White Wyandottes live on the Green farm
104,1,Heading for a jet waiting on the tarmac_a loaded luggage track zoomed out of the terminal,IRAC,3,3,"Just then a loaded luggage truck zoomed out of the terminal , heading for a jet waiting on the tarmac  . ",Heading for a jet waiting on the tarmac,a loaded luggage track zoomed out of the terminal
105,1,the river water would be too cold for his weak frame_his mother persuaded him to be sponged only,IRAC,3,1,"A few hours before his death he revived up , and his first request was to be bathed in the river ; but his mother persuaded him to be sponged only , as the river water would be too cold for his weak frame  . ",the river water would be too cold for his weak frame,his mother persuaded him to be sponged only
106,1,He desired to be dressed_his mother dressed him in his green coat and white collar,IRAC,3,2,"After his mother had sponged him with water , he desired to be dressed ; when his mother dressed him in his green coat and white collar , and seated him at the table with all his books and worldly treasures around him  . ",He desired to be dressed,his mother dressed him in his green coat and white collar
107,1,Because sometimes Tommy Brock moved in_the house were not always empty when Mr. Tod moved out ,IRAC,3,3,The houses were not always empty when Mr .  Tod moved _ out _ ; because sometimes Tommy Brock moved _ in _ ; ( without asking leave )  . ,Because sometimes Tommy Brock moved in,the house were not always empty when Mr. Tod moved out 
108,1,Memory has a palette and broad brush_I always remember those drives that way,IRAC,3,2,"Well , it was n't really dark , June sunrises are up and at 'em , but I always remember those drives that way — memory has a palette and broad brush  . ",Memory has a palette and broad brush,I always remember those drives that way
109,1,It read AVERY MORGANSTEN_My eyes narrowed on the subject line of the one email that came in around eleven last night,IREC,3,2_1,It read AVERY MORGANSTEN and was from an email address I did n’t recognize  . _My eyes narrowed on the subject line of the one email that came in at around eleven last night  . ,It read AVERY MORGANSTEN,My eyes narrowed on the subject line of the one email that came in around eleven last night
110,1,Was from an email address I didn’t recognize_My eyes narrowed on the subject line of the one email that came in at around eleven last night,IREC,3,2_1,It read AVERY MORGANSTEN and was from an email address I did n’t recognize  . _My eyes narrowed on the subject line of the one email that came in at around eleven last night  . ,Was from an email address I didn’t recognize,My eyes narrowed on the subject line of the one email that came in at around eleven last night
